M,K,time,A,B
2048,2048,43.533584,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,44.381379,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
2048,2048,44.177833,./dataset/2048_2048_30.tns,./dataset/2048_2048_30.tns
512,512,3.940222,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.969207,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.801988,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.839636,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,13.897399,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.348555,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.960574,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.987035,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.945130,./dataset/512_512_30.tns,./dataset/512_512_30.tns
512,512,3.873750,./dataset/512_512_30.tns,./dataset/512_512_30.tns
